State,county_name,lat,lng,Percent_Republican,Percent_Democrat,Difference,Never,Rarely,Sometimes,Frequently,Always,Never_Rarely,Frequently_Always,Majority,White,Black,UnemploymentRate,Med_Household_Income,LessHS,HSGrad,Bachelors,GradProfDegree
Florida,Union County,30.0439,-82.3714,0.82,0.17,0.65,0.044,0.04,0.176,0.267,0.473,0.08399999999999999,0.74,Republican,0.74,0.22,0.0215,44270,0.23,0.37,0.06,0.03
Iowa,Crawford County,42.0372,-95.382,0.68,0.31,0.37,0.089,0.045,0.141,0.064,0.66,0.134,0.724,Republican,0.86,0.03,0.0417,55755,0.2,0.37,0.11,0.04
Maine,Knox County,44.141,-69.1686,0.39,0.59,-0.2,0.007,0.01,0.111,0.248,0.625,0.017,0.873,Democrat,0.96,0.01,0.0192,57751,0.06,0.33,0.21,0.12
North Carolina,Tyrrell County,35.8172,-76.209,0.57,0.42,0.16,0.054,0.016,0.103,0.301,0.527,0.07,0.8280000000000001,Republican,0.55,0.37,0.0236,35300,0.26,0.36,0.08,0.03
Arizona,Coconino County,35.8387,-111.7705,0.37,0.61,-0.24,0.039,0.08,0.07,0.11,0.702,0.119,0.8119999999999999,Democrat,0.64,0.01,0.0475,59460,0.09,0.22,0.21,0.16
Alabama,Crenshaw County,31.7315,-86.3135,0.74,0.26,0.48,0.06,0.091,0.199,0.233,0.416,0.151,0.649,Republican,0.71,0.23,0.0181,43163,0.21,0.4,0.13,0.05
Georgia,Stewart County,32.0785,-84.8352,0.4,0.59,-0.19,0.055,0.092,0.133,0.203,0.517,0.147,0.72,Democrat,0.24,0.53,0.026,29732,0.32,0.36,0.08,0.04
Kentucky,Hopkins County,37.3088,-87.5408,0.73,0.25,0.48,0.04,0.067,0.174,0.217,0.502,0.10700000000000001,0.719,Republican,0.9,0.06,0.0303,47170,0.13,0.4,0.09,0.07
Kentucky,Fulton County,36.554,-89.1873,0.66,0.33,0.33,0.1,0.102,0.202,0.217,0.38,0.202,0.597,Republican,0.72,0.24,0.0461,30114,0.21,0.37,0.09,0.05
South Carolina,Jasper County,32.4367,-81.0315,0.49,0.5,-0.01,0.129,0.055,0.056,0.201,0.559,0.184,0.76,Democrat,0.52,0.42,0.0414,45601,0.18,0.38,0.11,0.07
Tennessee,Blount County,35.6872,-83.9255,0.71,0.27,0.44,0.069,0.089,0.097,0.183,0.562,0.158,0.7450000000000001,Republican,0.94,0.03,0.0262,56667,0.11,0.35,0.15,0.09
Georgia,Murray County,34.7884,-84.7481,0.84,0.15,0.69,0.193,0.03,0.182,0.177,0.417,0.223,0.594,Republican,0.97,0.01,0.0397,48033,0.29,0.37,0.07,0.03
Illinois,Vermilion County,40.1834,-87.7328,0.65,0.33,0.33,0.023,0.119,0.088,0.266,0.504,0.142,0.77,Republican,0.82,0.14,0.0358,46515,0.12,0.41,0.1,0.05
Utah,Summit County,40.8682,-110.9557,0.39,0.58,-0.19,0.018,0.1,0.054,0.177,0.651,0.11800000000000001,0.8280000000000001,Democrat,0.93,0.01,0.0122,102958,0.05,0.16,0.34,0.21
Pennsylvania,Centre County,40.9193,-77.82,0.47,0.52,-0.05,0.017,0.013,0.076,0.101,0.792,0.03,0.893,Democrat,0.88,0.04,0.0234,60403,0.06,0.29,0.24,0.22
Oregon,Union County,45.3102,-118.0088,0.69,0.28,0.4,0.034,0.088,0.086,0.189,0.603,0.122,0.792,Republican,0.92,0.01,0.0345,52171,0.07,0.32,0.17,0.08
Washington,Snohomish County,48.0475,-121.6975,0.38,0.59,-0.21,0.017,0.014,0.056,0.191,0.721,0.031,0.9119999999999999,Democrat,0.75,0.03,0.0273,86691,0.08,0.23,0.22,0.11
Tennessee,Smith County,36.2505,-85.9567,0.79,0.2,0.59,0.088,0.091,0.202,0.113,0.507,0.179,0.62,Republican,0.93,0.03,0.0192,48068,0.15,0.47,0.09,0.05
Texas,Bandera County,29.7472,-99.2463,0.79,0.2,0.59,0.073,0.018,0.07,0.09,0.749,0.091,0.839,Republican,0.9,0.01,0.023,58661,0.11,0.32,0.16,0.07
Georgia,Rockdale County,33.6542,-84.0266,0.29,0.7,-0.41,0.058,0.078,0.115,0.216,0.534,0.136,0.75,Democrat,0.39,0.55,0.0417,60189,0.11,0.31,0.17,0.09
Maine,Androscoggin County,44.1658,-70.2065,0.5,0.47,0.03,0.083,0.099,0.041,0.199,0.577,0.182,0.776,Republican,0.91,0.02,0.0255,53509,0.1,0.35,0.15,0.08
New York,Erie County,42.764,-78.7323,0.42,0.56,-0.15,0.018,0.014,0.04,0.161,0.766,0.032,0.927,Democrat,0.78,0.13,0.0268,58121,0.08,0.28,0.19,0.15
New York,Orange County,41.4021,-74.3055,0.49,0.49,0,0.023,0.008,0.042,0.18,0.746,0.031,0.9259999999999999,Republican,0.74,0.11,0.0268,79944,0.1,0.29,0.17,0.13
Iowa,Fremont County,40.7456,-95.6047,0.7,0.28,0.42,0.048,0.061,0.071,0.209,0.611,0.109,0.82,Republican,0.95,0.01,0.0217,56750,0.08,0.34,0.13,0.06
Michigan,Alpena County,45.0349,-83.6258,0.63,0.35,0.28,0.025,0.04,0.144,0.18,0.612,0.065,0.792,Republican,0.97,0.01,0.0339,43363,0.08,0.34,0.11,0.07
South Dakota,Moody County,44.022,-96.6709,0.61,0.37,0.24,0.078,0.183,0.165,0.245,0.329,0.261,0.5740000000000001,Republican,0.8,0.01,0.0246,61538,0.1,0.34,0.17,0.05
Florida,Clay County,29.9831,-81.8579,0.68,0.31,0.37,0.055,0.067,0.15,0.209,0.52,0.122,0.729,Republican,0.79,0.11,0.0377,65740,0.08,0.31,0.17,0.08
Oklahoma,Major County,36.3116,-98.5359,0.89,0.09,0.8,0.169,0.072,0.212,0.285,0.261,0.241,0.546,Republican,0.89,0,0.017,54332,0.11,0.39,0.15,0.05
South Dakota,Tripp County,43.3459,-99.884,0.8,0.18,0.62,0.142,0.066,0.138,0.311,0.343,0.208,0.654,Republican,0.81,0,0.0224,57720,0.09,0.41,0.17,0.06
Georgia,Floyd County,34.2632,-85.2143,0.7,0.29,0.41,0.186,0.036,0.234,0.148,0.395,0.222,0.543,Republican,0.78,0.14,0.0309,48336,0.18,0.34,0.12,0.09
Minnesota,Hubbard County,47.1086,-94.9166,0.63,0.34,0.29,0.078,0.15,0.164,0.227,0.38,0.22799999999999998,0.607,Republican,0.93,0.01,0.0225,56709,0.07,0.31,0.18,0.09
Kansas,Phillips County,39.7846,-99.347,0.87,0.12,0.75,0.15,0.244,0.126,0.19,0.29,0.394,0.48,Republican,0.97,0.01,0.0177,50093,0.08,0.37,0.15,0.06
Colorado,Otero County,37.9026,-103.7165,0.6,0.38,0.22,0.004,0.047,0.102,0.194,0.653,0.051000000000000004,0.847,Republican,0.9,0.01,0.0384,38169,0.13,0.32,0.12,0.07
North Carolina,Franklin County,36.0828,-78.2857,0.56,0.43,0.13,0.038,0.03,0.061,0.127,0.745,0.068,0.872,Republican,0.67,0.25,0.0357,55193,0.14,0.3,0.15,0.07
Texas,Kleberg County,27.4337,-97.7273,0.5,0.49,0.02,0.063,0.015,0.075,0.121,0.726,0.078,0.847,Republican,0.89,0.03,0.049,43730,0.22,0.27,0.18,0.07
Minnesota,Goodhue County,44.4097,-92.7229,0.56,0.41,0.15,0.03,0.039,0.138,0.28,0.513,0.069,0.793,Republican,0.94,0.01,0.0229,66800,0.06,0.33,0.18,0.08
Oklahoma,Cleveland County,35.2031,-97.3265,0.56,0.42,0.14,0.046,0.101,0.079,0.25,0.524,0.14700000000000002,0.774,Republican,0.78,0.05,0.0282,64016,0.08,0.25,0.21,0.13
Texas,Medina County,29.3557,-99.1102,0.69,0.3,0.39,0.006,0.017,0.07,0.155,0.753,0.023,0.908,Republican,0.91,0.03,0.0192,62599,0.17,0.31,0.13,0.07
Indiana,Floyd County,38.3189,-85.9068,0.56,0.42,0.14,0.053,0.086,0.154,0.233,0.474,0.13899999999999998,0.707,Republican,0.9,0.05,0.0251,64468,0.09,0.31,0.19,0.11
South Carolina,Williamsburg County,33.6199,-79.7277,0.35,0.64,-0.3,0.034,0.057,0.12,0.158,0.631,0.091,0.789,Democrat,0.32,0.65,0.0315,32485,0.2,0.42,0.08,0.04
Iowa,Black Hawk County,42.4701,-92.3088,0.45,0.54,-0.09,0.032,0.053,0.18,0.289,0.447,0.08499999999999999,0.736,Democrat,0.84,0.09,0.0297,53539,0.09,0.3,0.19,0.1
Tennessee,Coffee County,35.4906,-86.0748,0.74,0.23,0.5,0.165,0.09,0.174,0.208,0.363,0.255,0.571,Republican,0.9,0.04,0.027,50351,0.15,0.38,0.13,0.08
North Carolina,Rockingham County,36.396,-79.775,0.65,0.33,0.32,0.125,0.094,0.124,0.111,0.546,0.219,0.657,Republican,0.75,0.18,0.0333,43579,0.17,0.35,0.1,0.05
Idaho,Cassia County,42.2839,-113.6001,0.82,0.15,0.67,0.134,0.223,0.102,0.149,0.392,0.357,0.541,Republican,0.93,0,0.0176,52935,0.16,0.3,0.14,0.05
Georgia,Wheeler County,32.1171,-82.7246,0.69,0.3,0.39,0.135,0.078,0.162,0.23,0.395,0.21300000000000002,0.625,Republican,0.56,0.43,0.0563,30192,0.19,0.5,0.12,0.01
Oklahoma,Carter County,34.2509,-97.2858,0.75,0.23,0.53,0.128,0.169,0.138,0.213,0.351,0.29700000000000004,0.564,Republican,0.75,0.07,0.0324,51419,0.12,0.37,0.12,0.08
Georgia,Fayette County,33.414,-84.4942,0.53,0.46,0.07,0.06,0.086,0.131,0.218,0.505,0.146,0.723,Republican,0.67,0.23,0.0239,90145,0.05,0.21,0.29,0.17
Missouri,Cooper County,38.8435,-92.8101,0.72,0.26,0.46,0.06,0.09,0.127,0.183,0.54,0.15,0.7230000000000001,Republican,0.89,0.06,0.0237,52735,0.11,0.38,0.15,0.07
Vermont,Windham County,42.9906,-72.7138,0.25,0.72,-0.47,0.075,0.031,0.035,0.151,0.708,0.106,0.859,Democrat,0.95,0.01,0.0265,51985,0.08,0.3,0.22,0.17
Virginia,Rockbridge County,37.8145,-79.4473,0.65,0.33,0.32,0.015,0.112,0.068,0.13,0.675,0.127,0.805,Republican,0.93,0.03,0.0267,54600,0.13,0.34,0.16,0.11
Illinois,Kane County,41.9388,-88.4286,0.42,0.56,-0.14,0.013,0.026,0.048,0.165,0.748,0.039,0.913,Democrat,0.73,0.06,0.0331,79394,0.15,0.23,0.21,0.12
Virginia,Newport News city,37.1051,-76.5185,0.32,0.65,-0.33,0.01,0.038,0.035,0.145,0.772,0.048,0.917,Democrat,0.48,0.41,0.0377,53215,0.09,0.28,0.17,0.1
Georgia,Montgomery County,32.1734,-82.5348,0.75,0.25,0.5,0.114,0.083,0.174,0.228,0.401,0.197,0.629,Republican,0.67,0.26,0.0398,41996,0.18,0.38,0.1,0.06
Illinois,Brown County,39.9618,-90.7504,0.76,0.19,0.57,0.18,0.099,0.136,0.2,0.385,0.279,0.585,Republican,0.79,0.19,0.0168,61655,0.17,0.38,0.1,0.04
North Carolina,Cherokee County,35.1339,-84.0635,0.77,0.22,0.55,0.085,0.109,0.101,0.147,0.557,0.194,0.7040000000000001,Republican,0.93,0.01,0.0255,41438,0.13,0.34,0.11,0.08
Colorado,Douglas County,39.3297,-104.9296,0.52,0.45,0.07,0.013,0.041,0.081,0.192,0.673,0.054,0.865,Republican,0.89,0.01,0.021,119730,0.02,0.12,0.37,0.21
Wisconsin,Pepin County,44.5829,-92.0016,0.62,0.36,0.26,0.071,0.056,0.198,0.233,0.443,0.127,0.676,Republican,0.98,0,0.0132,54583,0.09,0.38,0.15,0.06
California,San Bernardino County,34.8414,-116.1784,0.44,0.54,-0.11,0.027,0.022,0.048,0.134,0.768,0.049,0.902,Democrat,0.61,0.08,0.0462,63362,0.2,0.26,0.14,0.07
Wisconsin,La Crosse County,43.9066,-91.1152,0.42,0.56,-0.13,0.064,0.072,0.076,0.289,0.498,0.136,0.7869999999999999,Democrat,0.91,0.02,0.0239,57882,0.05,0.25,0.22,0.13
Oklahoma,Latimer County,34.876,-95.2504,0.81,0.18,0.63,0.159,0.136,0.184,0.277,0.245,0.29500000000000004,0.522,Republican,0.66,0.01,0.0524,44214,0.12,0.37,0.12,0.05
Montana,Sweet Grass County,45.8139,-109.941,0.75,0.22,0.53,0.116,0.157,0.126,0.227,0.374,0.273,0.601,Republican,0.96,0,0.0046,49886,0.05,0.37,0.17,0.08
Montana,Park County,45.4884,-110.5267,0.52,0.45,0.06,0.114,0.099,0.106,0.214,0.467,0.21300000000000002,0.681,Republican,0.96,0,0.0129,53068,0.06,0.3,0.22,0.1
Vermont,Lamoille County,44.6058,-72.6414,0.28,0.69,-0.41,0.027,0.181,0.062,0.141,0.59,0.208,0.731,Democrat,0.95,0.01,0.0253,64003,0.07,0.26,0.23,0.16
South Dakota,Walworth County,45.4299,-100.0315,0.76,0.22,0.54,0.14,0.144,0.132,0.265,0.318,0.28400000000000003,0.583,Republican,0.8,0.05,0.0161,55583,0.1,0.38,0.18,0.06
Texas,Palo Pinto County,32.7532,-98.313,0.82,0.17,0.64,0.027,0.023,0.029,0.181,0.74,0.05,0.921,Republican,0.92,0.03,0.0416,50154,0.16,0.34,0.12,0.05
North Dakota,Stutsman County,46.9793,-98.9588,0.7,0.27,0.43,0.202,0.053,0.076,0.314,0.354,0.255,0.6679999999999999,Republican,0.93,0.01,0.0207,57674,0.09,0.34,0.18,0.05
Idaho,Nez Perce County,46.3268,-116.7502,0.66,0.32,0.34,0.009,0.03,0.117,0.326,0.517,0.039,0.843,Republican,0.9,0,0.0231,58107,0.08,0.32,0.17,0.06
New Mexico,Torrance County,34.6405,-105.8508,0.66,0.32,0.33,0.097,0.005,0.035,0.167,0.696,0.10200000000000001,0.863,Republican,0.91,0.01,0.0326,36120,0.15,0.38,0.09,0.06
Oklahoma,Pushmataha County,34.4162,-95.3759,0.85,0.14,0.71,0.077,0.152,0.122,0.261,0.388,0.22899999999999998,0.649,Republican,0.73,0.01,0.0386,37692,0.17,0.42,0.09,0.06
Texas,Nueces County,27.7255,-97.6132,0.51,0.48,0.03,0.024,0.034,0.028,0.079,0.835,0.058,0.9139999999999999,Republican,0.9,0.04,0.0354,55919,0.17,0.29,0.14,0.08
Utah,Wayne County,38.3244,-110.9039,0.76,0.23,0.53,0.068,0.129,0.114,0.269,0.42,0.197,0.6890000000000001,Republican,0.96,0,0.0125,44245,0.12,0.25,0.19,0.04
Louisiana,St. Charles Parish,29.9055,-90.3582,0.64,0.34,0.3,0.093,0.048,0.027,0.165,0.667,0.14100000000000001,0.8320000000000001,Republican,0.69,0.27,0.0348,69019,0.1,0.35,0.19,0.06
Pennsylvania,Wayne County,41.6487,-75.3033,0.66,0.33,0.34,0.004,0.009,0.08,0.08,0.828,0.013,0.9079999999999999,Republican,0.94,0.03,0.0237,56096,0.1,0.43,0.12,0.08
Montana,Wibaux County,46.9653,-104.249,0.86,0.13,0.73,0.165,0.219,0.161,0.267,0.187,0.384,0.454,Republican,0.98,0,0.0012,53958,0.11,0.37,0.19,0.04
Michigan,Kalkaska County,44.6847,-85.0902,0.7,0.28,0.42,0.018,0.037,0.07,0.228,0.646,0.05499999999999999,0.874,Republican,0.96,0.01,0.0407,46898,0.13,0.42,0.08,0.04
Illinois,Madison County,38.8297,-89.9049,0.55,0.42,0.13,0.035,0.045,0.083,0.189,0.648,0.08,0.837,Republican,0.87,0.09,0.0384,60738,0.08,0.3,0.17,0.1
Michigan,Antrim County,44.9991,-85.1402,0.61,0.37,0.24,0.027,0.042,0.088,0.218,0.625,0.069,0.843,Republican,0.96,0,0.0205,56165,0.08,0.32,0.18,0.11
Illinois,Jersey County,39.0855,-90.3565,0.73,0.25,0.48,0.074,0.079,0.124,0.185,0.537,0.153,0.722,Republican,0.97,0,0.0185,63028,0.08,0.39,0.13,0.07
Kentucky,Oldham County,38.3994,-85.4483,0.6,0.38,0.21,0.025,0.039,0.098,0.278,0.56,0.064,0.8380000000000001,Republican,0.91,0.04,0.0217,99128,0.06,0.21,0.25,0.17
Wisconsin,Bayfield County,46.5238,-91.2008,0.42,0.56,-0.14,0.067,0.039,0.107,0.392,0.395,0.10600000000000001,0.787,Democrat,0.86,0.01,0.0268,56096,0.05,0.29,0.2,0.11
Arkansas,Cross County,35.2957,-90.7712,0.71,0.26,0.46,0.097,0.017,0.163,0.319,0.404,0.114,0.7230000000000001,Republican,0.74,0.19,0.037,46787,0.16,0.42,0.09,0.06
Kentucky,Adair County,37.1042,-85.2806,0.83,0.16,0.67,0.076,0.115,0.167,0.243,0.399,0.191,0.642,Republican,0.95,0.03,0.0299,38021,0.2,0.39,0.08,0.08
Minnesota,Becker County,46.9347,-95.674,0.64,0.34,0.3,0.052,0.28,0.175,0.24,0.252,0.332,0.492,Republican,0.88,0,0.0233,60284,0.07,0.32,0.17,0.08
Texas,Camp County,32.9732,-94.9785,0.72,0.28,0.44,0.017,0.064,0.213,0.235,0.471,0.081,0.706,Republican,0.73,0.17,0.039,48207,0.13,0.35,0.13,0.07
Texas,Lee County,30.3107,-96.9657,0.77,0.22,0.56,0.035,0.122,0.148,0.142,0.553,0.157,0.6950000000000001,Republican,0.82,0.11,0.0153,54744,0.15,0.36,0.1,0.04
Michigan,Hillsdale County,41.8878,-84.5929,0.73,0.25,0.48,0.135,0.075,0.119,0.247,0.424,0.21000000000000002,0.671,Republican,0.97,0.01,0.0236,49622,0.12,0.39,0.11,0.07
Virginia,King George County,38.2733,-77.1572,0.59,0.38,0.21,0.151,0.044,0.086,0.053,0.666,0.195,0.7190000000000001,Republican,0.78,0.16,0.0202,94274,0.07,0.27,0.22,0.14
Texas,Bowie County,33.4458,-94.4234,0.71,0.28,0.43,0.058,0.134,0.114,0.221,0.473,0.192,0.694,Republican,0.69,0.25,0.03,50164,0.11,0.35,0.14,0.07
Texas,Bastrop County,30.1036,-97.312,0.56,0.42,0.14,0.007,0.02,0.084,0.161,0.729,0.027,0.89,Republican,0.68,0.07,0.0353,64597,0.18,0.3,0.14,0.07
Maryland,Allegany County,39.6215,-78.6976,0.68,0.3,0.38,0.007,0.01,0.035,0.213,0.736,0.017,0.949,Republican,0.88,0.08,0.0374,45893,0.1,0.42,0.11,0.08
Nebraska,Garden County,41.6194,-102.3355,0.85,0.13,0.71,0.202,0.124,0.119,0.268,0.288,0.326,0.556,Republican,0.98,0,0.0058,43750,0.06,0.32,0.17,0.06
Montana,Yellowstone County,45.9373,-108.2744,0.61,0.37,0.24,0.129,0.177,0.167,0.262,0.265,0.306,0.527,Republican,0.9,0.01,0.0219,61264,0.06,0.3,0.22,0.1
Georgia,Evans County,32.1568,-81.8869,0.68,0.31,0.37,0.03,0.078,0.229,0.29,0.372,0.108,0.6619999999999999,Republican,0.58,0.3,0.0372,42607,0.24,0.39,0.09,0.07
Wisconsin,Clark County,44.7347,-90.6121,0.67,0.3,0.37,0.162,0.149,0.158,0.146,0.384,0.311,0.53,Republican,0.96,0,0.0177,54012,0.18,0.4,0.09,0.04
Utah,Cache County,41.7224,-111.7436,0.66,0.29,0.37,0.09,0.108,0.08,0.31,0.411,0.198,0.721,Republican,0.91,0.01,0.0179,59038,0.07,0.2,0.26,0.13
Montana,Toole County,48.6554,-111.6956,0.75,0.22,0.53,0.138,0.165,0.178,0.135,0.384,0.30300000000000005,0.519,Republican,0.89,0,0.0109,50721,0.11,0.4,0.12,0.03
Michigan,Allegan County,42.5913,-85.8884,0.62,0.36,0.25,0.05,0.035,0.133,0.283,0.5,0.085,0.7829999999999999,Republican,0.94,0.01,0.0173,62965,0.09,0.38,0.15,0.08
Wyoming,Fremont County,43.0405,-108.6305,0.66,0.3,0.36,0.16,0.062,0.06,0.294,0.424,0.222,0.718,Republican,0.73,0.01,0.037,55896,0.08,0.3,0.16,0.09
West Virginia,Randolph County,38.7748,-79.8758,0.71,0.28,0.44,0.098,0.05,0.14,0.265,0.447,0.14800000000000002,0.712,Republican,0.96,0.02,0.0299,43320,0.15,0.48,0.1,0.07
Colorado,Dolores County,37.7517,-108.5174,0.75,0.24,0.52,0.052,0.039,0.066,0.252,0.591,0.091,0.843,Republican,0.97,0,0.0217,45972,0.06,0.36,0.14,0.11
Kansas,Atchison County,39.5318,-95.3135,0.66,0.32,0.34,0.137,0.122,0.169,0.256,0.316,0.259,0.5720000000000001,Republican,0.9,0.03,0.0175,50439,0.07,0.38,0.13,0.09
Texas,Kendall County,29.9447,-98.7116,0.76,0.23,0.53,0.002,0.059,0.076,0.158,0.705,0.061,0.863,Republican,0.9,0.01,0.0245,84747,0.07,0.21,0.27,0.15
Indiana,Bartholomew County,39.206,-85.8976,0.62,0.36,0.26,0.138,0.084,0.085,0.286,0.406,0.22200000000000003,0.692,Republican,0.85,0.02,0.0272,63431,0.09,0.31,0.2,0.14
Ohio,Henry County,41.3339,-84.0682,0.71,0.28,0.43,0.038,0.111,0.189,0.197,0.465,0.149,0.662,Republican,0.94,0.01,0.02,59695,0.07,0.44,0.11,0.06
Michigan,Charlevoix County,45.3022,-85.1263,0.58,0.41,0.17,0.027,0.057,0.085,0.205,0.626,0.084,0.831,Republican,0.95,0,0.0237,55760,0.06,0.3,0.18,0.13
Missouri,Wright County,37.2702,-92.4687,0.85,0.13,0.72,0.419,0.139,0.187,0.1,0.155,0.558,0.255,Republican,0.97,0.01,0.038,34776,0.2,0.45,0.07,0.03
Georgia,McDuffie County,33.4829,-82.4814,0.59,0.4,0.19,0.072,0.053,0.123,0.265,0.488,0.125,0.753,Republican,0.54,0.4,0.0387,43468,0.17,0.42,0.09,0.05
Illinois,Knox County,40.9318,-90.2132,0.52,0.46,0.06,0.035,0.031,0.194,0.246,0.494,0.066,0.74,Republican,0.86,0.09,0.0275,44129,0.11,0.37,0.12,0.06
Texas,El Paso County,31.7686,-106.2348,0.32,0.67,-0.35,0.007,0.007,0.033,0.075,0.877,0.014,0.952,Democrat,0.8,0.03,0.036,46871,0.22,0.24,0.16,0.08
North Dakota,Ransom County,46.4562,-97.6574,0.58,0.39,0.19,0.073,0.114,0.223,0.236,0.354,0.187,0.59,Republican,0.95,0.01,0.0087,63903,0.09,0.35,0.16,0.04
Texas,Carson County,35.4035,-101.3542,0.89,0.1,0.8,0.099,0.064,0.124,0.252,0.462,0.163,0.714,Republican,0.94,0.01,0.0145,74872,0.07,0.32,0.2,0.09
Nebraska,Franklin County,40.1763,-98.9528,0.83,0.16,0.67,0.083,0.168,0.083,0.288,0.378,0.251,0.6659999999999999,Republican,0.98,0.01,0.0044,49282,0.08,0.35,0.13,0.05
Minnesota,Cass County,46.9496,-94.3254,0.64,0.35,0.29,0.105,0.127,0.107,0.235,0.426,0.23199999999999998,0.661,Republican,0.84,0,0.0281,52204,0.08,0.32,0.16,0.07
Kansas,Neosho County,37.5585,-95.3068,0.72,0.26,0.46,0.133,0.204,0.12,0.127,0.416,0.33699999999999997,0.5429999999999999,Republican,0.95,0.01,0.0281,46291,0.09,0.33,0.1,0.08
Indiana,Huntington County,40.8292,-85.4881,0.74,0.24,0.5,0.15,0.182,0.053,0.199,0.416,0.33199999999999996,0.615,Republican,0.96,0.01,0.0181,53632,0.08,0.41,0.13,0.07
California,Glenn County,39.5982,-122.392,0.63,0.35,0.27,0.028,0.026,0.146,0.206,0.594,0.054,0.7999999999999999,Republican,0.81,0.01,0.0297,49633,0.25,0.27,0.11,0.03
Minnesota,Aitkin County,46.6082,-93.4154,0.62,0.36,0.26,0.187,0.115,0.075,0.247,0.375,0.302,0.622,Republican,0.95,0.01,0.0242,49351,0.09,0.37,0.13,0.05
Washington,Thurston County,46.9258,-122.8332,0.39,0.57,-0.19,0.022,0.051,0.109,0.132,0.685,0.073,0.8170000000000001,Democrat,0.81,0.03,0.0387,72003,0.06,0.21,0.22,0.14
Kentucky,Calloway County,36.621,-88.2722,0.65,0.33,0.32,0.066,0.084,0.248,0.17,0.432,0.15000000000000002,0.602,Republican,0.91,0.04,0.025,42273,0.11,0.32,0.15,0.13
Colorado,Crowley County,38.3266,-103.7845,0.73,0.25,0.48,0.002,0.034,0.08,0.294,0.59,0.036000000000000004,0.8839999999999999,Republican,0.89,0.04,0.0649,42135,0.14,0.43,0.07,0.02
Utah,Box Elder County,41.521,-113.0821,0.8,0.17,0.63,0.084,0.116,0.111,0.27,0.419,0.2,0.6890000000000001,Republican,0.93,0.01,0.0265,62233,0.07,0.31,0.17,0.07
Virginia,Galax city,36.6661,-80.9176,0.7,0.29,0.4,0.071,0.086,0.049,0.243,0.551,0.15699999999999997,0.794,Republican,0.9,0.08,0.0401,33575,0.24,0.3,0.08,0.06
Pennsylvania,Greene County,39.8538,-80.2229,0.71,0.28,0.43,0.104,0.11,0.187,0.124,0.475,0.214,0.599,Republican,0.94,0.03,0.0237,54776,0.12,0.46,0.12,0.06
Indiana,Cass County,40.7615,-86.346,0.69,0.28,0.41,0.037,0.192,0.283,0.206,0.283,0.229,0.489,Republican,0.84,0.01,0.0284,49415,0.15,0.4,0.09,0.04
Pennsylvania,Lehigh County,40.6127,-75.5923,0.46,0.53,-0.08,0.014,0.004,0.053,0.103,0.826,0.018000000000000002,0.9289999999999999,Democrat,0.79,0.07,0.0375,63897,0.11,0.33,0.18,0.12
Maryland,Caroline County,38.8717,-75.8316,0.65,0.32,0.33,0.009,0.019,0.033,0.168,0.77,0.027999999999999997,0.9380000000000001,Republican,0.8,0.14,0.0318,58638,0.16,0.4,0.1,0.08
North Carolina,Jackson County,35.2875,-83.1408,0.53,0.45,0.08,0.077,0.065,0.067,0.176,0.616,0.14200000000000002,0.792,Republican,0.83,0.02,0.0275,47252,0.11,0.27,0.16,0.14
North Carolina,Brunswick County,34.071,-78.2377,0.62,0.37,0.25,0.024,0.018,0.036,0.248,0.673,0.041999999999999996,0.921,Republican,0.84,0.1,0.0283,58236,0.09,0.28,0.19,0.11
Nebraska,Thomas County,41.9136,-100.5558,0.88,0.11,0.78,0.152,0.12,0.118,0.302,0.308,0.272,0.61,Republican,0.95,0,0.0076,59432,0.06,0.23,0.2,0.05
Massachusetts,Suffolk County,42.3336,-71.0709,0.17,0.81,-0.63,0.02,0.007,0.049,0.136,0.788,0.027,0.924,Democrat,0.55,0.22,0.0445,69669,0.14,0.22,0.25,0.21
Nevada,Churchill County,39.5809,-118.3358,0.73,0.24,0.49,0.022,0.093,0.058,0.153,0.674,0.11499999999999999,0.8270000000000001,Republican,0.82,0.02,0.0319,57824,0.08,0.32,0.13,0.06
Michigan,Ontonagon County,46.6645,-89.3149,0.62,0.37,0.25,0.025,0.086,0.123,0.265,0.501,0.11099999999999999,0.766,Republican,0.96,0,0.0288,41546,0.08,0.43,0.11,0.05
Wisconsin,Lincoln County,45.3374,-89.7346,0.61,0.38,0.23,0.101,0.105,0.132,0.204,0.459,0.20600000000000002,0.663,Republican,0.97,0.01,0.0242,58541,0.08,0.38,0.13,0.06
California,Inyo County,36.5111,-117.4107,0.49,0.49,-0,0.033,0.011,0.008,0.058,0.889,0.044,0.9470000000000001,Democrat,0.79,0.01,0.0241,57316,0.11,0.29,0.17,0.1
Missouri,Johnson County,38.7441,-93.8064,0.67,0.3,0.37,0.168,0.107,0.026,0.189,0.511,0.275,0.7,Republican,0.89,0.04,0.028,55273,0.08,0.31,0.17,0.12
Ohio,Marion County,40.5872,-83.1609,0.68,0.3,0.39,0.084,0.18,0.115,0.159,0.462,0.264,0.621,Republican,0.9,0.06,0.0356,47498,0.12,0.44,0.08,0.05
Michigan,Houghton County,46.8978,-88.6874,0.56,0.42,0.14,0.008,0.078,0.129,0.281,0.505,0.086,0.786,Republican,0.93,0.01,0.0292,43183,0.07,0.33,0.19,0.14
Alabama,Lee County,32.6011,-85.3555,0.59,0.39,0.2,0.053,0.064,0.138,0.183,0.562,0.11699999999999999,0.7450000000000001,Republican,0.7,0.23,0.0313,51463,0.09,0.24,0.2,0.16
