State,county_name,lat,lng,Percent_Republican,Percent_Democrat,Difference,Never,Rarely,Sometimes,Frequently,Always,Never_Rarely,Frequently_Always,Majority,White,Black,UnemploymentRate,Med_Household_Income,LessHS,HSGrad,Bachelors,GradProfDegree
New Mexico,Hidalgo County,31.914,-108.7148,0.57,0.42,0.15,0.056,0.037,0.186,0.153,0.569,0.093,0.722,Republican,0.94,0.01,0.0362,42526,0.18,0.35,0.1,0.05
Florida,Holmes County,30.8679,-85.814,0.89,0.1,0.79,0.17,0.077,0.081,0.111,0.562,0.247,0.673,Republican,0.89,0.07,0.041,39102,0.21,0.41,0.08,0.03
Texas,Hardin County,30.3324,-94.3902,0.86,0.13,0.74,0.021,0.054,0.102,0.187,0.636,0.075,0.823,Republican,0.91,0.06,0.0198,60339,0.12,0.38,0.12,0.05
Arkansas,Clark County,34.051,-93.1764,0.55,0.41,0.14,0.08,0.091,0.08,0.231,0.518,0.17099999999999999,0.749,Republican,0.7,0.24,0.0115,41620,0.1,0.3,0.17,0.1
Georgia,Gilmer County,34.6912,-84.4556,0.81,0.18,0.64,0.128,0.042,0.087,0.198,0.545,0.17,0.7430000000000001,Republican,0.92,0.01,0.0229,52625,0.18,0.35,0.12,0.08
Kansas,Marion County,38.3589,-97.0969,0.73,0.25,0.49,0.101,0.068,0.209,0.279,0.343,0.169,0.6220000000000001,Republican,0.96,0.01,0.0217,52123,0.08,0.3,0.18,0.07
Louisiana,Ouachita Parish,32.4783,-92.1549,0.61,0.37,0.24,0.076,0.098,0.121,0.229,0.476,0.174,0.705,Republican,0.59,0.37,0.0346,41121,0.13,0.34,0.16,0.08
Georgia,Hancock County,33.2704,-83.0007,0.28,0.72,-0.44,0.043,0.111,0.102,0.168,0.575,0.154,0.743,Democrat,0.24,0.73,0.0094,31860,0.26,0.43,0.06,0.02
Kansas,Butler County,37.7812,-96.839,0.7,0.28,0.41,0.053,0.133,0.122,0.222,0.47,0.186,0.692,Republican,0.93,0.03,0.0234,64782,0.08,0.26,0.19,0.1
Louisiana,Assumption Parish,29.9008,-91.0626,0.65,0.34,0.31,0.079,0.034,0.213,0.206,0.468,0.113,0.674,Republican,0.67,0.3,0.0379,43759,0.26,0.45,0.05,0.04
North Carolina,Watauga County,36.2311,-81.6964,0.45,0.53,-0.08,0.062,0.01,0.072,0.363,0.493,0.072,0.856,Democrat,0.94,0.02,0.0425,47526,0.09,0.21,0.24,0.18
Illinois,Washington County,38.3522,-89.4105,0.77,0.21,0.56,0.118,0.046,0.053,0.327,0.456,0.16399999999999998,0.783,Republican,0.97,0.01,0.0309,61763,0.08,0.33,0.14,0.07
Arkansas,Poinsett County,35.574,-90.663,0.79,0.19,0.6,0.077,0.098,0.141,0.287,0.397,0.175,0.6839999999999999,Republican,0.88,0.05,0.0321,40921,0.2,0.43,0.08,0.03
Wisconsin,Dunn County,44.9466,-91.8964,0.56,0.42,0.14,0.062,0.076,0.179,0.266,0.417,0.138,0.683,Republican,0.94,0.01,0.0226,58783,0.06,0.33,0.19,0.09
North Carolina,Onslow County,34.7321,-77.4321,0.64,0.34,0.3,0.039,0.039,0.159,0.254,0.509,0.078,0.763,Republican,0.75,0.14,0.0403,50278,0.08,0.3,0.16,0.07
Minnesota,Lake of the Woods County,48.7712,-94.9046,0.71,0.28,0.43,0.091,0.171,0.176,0.249,0.313,0.262,0.562,Republican,0.93,0,0.0238,49967,0.07,0.39,0.13,0.03
Georgia,Burke County,33.0611,-82.0009,0.51,0.49,0.02,0.105,0.109,0.087,0.208,0.492,0.214,0.7,Republican,0.49,0.48,0.0246,44151,0.2,0.38,0.09,0.05
Massachusetts,Barnstable County,41.7242,-70.2915,0.37,0.61,-0.24,0.019,0.007,0.026,0.109,0.839,0.026,0.948,Democrat,0.92,0.03,0.0244,74336,0.05,0.24,0.25,0.19
Missouri,Polk County,37.6165,-93.4005,0.79,0.19,0.6,0.183,0.109,0.103,0.189,0.416,0.292,0.605,Republican,0.96,0.01,0.0223,45660,0.12,0.39,0.13,0.07
Illinois,Livingston County,40.8916,-88.5577,0.71,0.27,0.44,0.03,0.147,0.08,0.234,0.51,0.177,0.744,Republican,0.93,0.04,0.0291,55160,0.1,0.45,0.1,0.05
Oklahoma,Comanche County,34.6621,-98.4717,0.59,0.39,0.2,0.054,0.179,0.127,0.226,0.413,0.23299999999999998,0.639,Republican,0.63,0.17,0.0408,52161,0.1,0.33,0.13,0.09
Montana,Fergus County,47.2636,-109.2245,0.75,0.23,0.52,0.284,0.111,0.157,0.187,0.261,0.39499999999999996,0.448,Republican,0.94,0,0.019,50540,0.07,0.29,0.22,0.07
Minnesota,Watonwan County,43.9784,-94.6141,0.6,0.38,0.21,0.149,0.053,0.225,0.221,0.352,0.20199999999999999,0.573,Republican,0.86,0.01,0.0192,54065,0.16,0.41,0.12,0.04
Georgia,Schley County,32.2617,-84.3148,0.79,0.2,0.59,0.07,0.102,0.117,0.214,0.497,0.172,0.711,Republican,0.7,0.25,0.0576,44448,0.12,0.35,0.08,0.05
North Dakota,Burleigh County,46.9775,-100.4687,0.68,0.28,0.4,0.172,0.233,0.091,0.297,0.207,0.405,0.504,Republican,0.91,0.02,0.0149,71524,0.06,0.23,0.26,0.1
Nebraska,Brown County,42.43,-99.9295,0.87,0.11,0.76,0.141,0.082,0.167,0.275,0.335,0.22299999999999998,0.6100000000000001,Republican,0.97,0,0.0032,43098,0.05,0.41,0.15,0.06
North Dakota,Divide County,48.8149,-103.4872,0.75,0.22,0.53,0.186,0.168,0.163,0.255,0.227,0.354,0.482,Republican,0.93,0.03,0.0071,62865,0.07,0.34,0.16,0.02
Kansas,Scott County,38.4822,-100.9069,0.86,0.12,0.73,0.197,0.09,0.19,0.21,0.313,0.28700000000000003,0.523,Republican,0.94,0,0.0074,65417,0.16,0.27,0.19,0.06
Idaho,Clearwater County,46.6736,-115.6567,0.78,0.2,0.58,0.037,0.112,0.127,0.25,0.475,0.149,0.725,Republican,0.93,0.01,0.0281,43915,0.1,0.35,0.13,0.05
Missouri,Howell County,36.774,-91.8865,0.81,0.17,0.64,0.301,0.142,0.208,0.107,0.242,0.44299999999999995,0.349,Republican,0.96,0,0.0223,38357,0.13,0.39,0.1,0.08
Texas,Colorado County,29.6208,-96.5263,0.75,0.24,0.51,0.004,0.044,0.078,0.228,0.645,0.048,0.873,Republican,0.73,0.13,0.0204,52559,0.17,0.34,0.15,0.06
Michigan,Saginaw County,43.335,-84.0532,0.49,0.49,-0,0.031,0.073,0.082,0.197,0.616,0.104,0.813,Democrat,0.75,0.19,0.0394,48000,0.11,0.33,0.13,0.08
Minnesota,Kittson County,48.7766,-96.7829,0.59,0.38,0.2,0.068,0.168,0.221,0.251,0.292,0.23600000000000002,0.5429999999999999,Republican,0.96,0.01,0.0137,59643,0.05,0.36,0.18,0.08
Ohio,Ashland County,40.846,-82.2707,0.73,0.25,0.49,0.068,0.035,0.268,0.19,0.438,0.10300000000000001,0.628,Republican,0.97,0.01,0.0216,52823,0.12,0.42,0.13,0.08
Texas,Bexar County,29.4489,-98.52,0.4,0.58,-0.18,0.015,0.016,0.057,0.09,0.822,0.031,0.9119999999999999,Democrat,0.79,0.08,0.034,57157,0.16,0.25,0.18,0.1
Iowa,Plymouth County,42.7378,-96.2141,0.74,0.25,0.49,0.125,0.145,0.166,0.162,0.402,0.27,0.5640000000000001,Republican,0.95,0.01,0.0123,67297,0.07,0.34,0.18,0.05
Louisiana,West Baton Rouge Parish,30.4634,-91.3127,0.55,0.44,0.11,0.044,0.04,0.07,0.197,0.649,0.08399999999999999,0.8460000000000001,Republican,0.58,0.4,0.0287,65385,0.13,0.37,0.15,0.07
Mississippi,Lamar County,31.206,-89.5087,0.73,0.26,0.47,0.087,0.045,0.08,0.27,0.517,0.132,0.787,Republican,0.76,0.2,0.066,60328,0.11,0.24,0.21,0.13
Pennsylvania,Luzerne County,41.177,-75.989,0.57,0.42,0.14,0.016,0.024,0.045,0.136,0.779,0.04,0.915,Republican,0.88,0.05,0.0356,53473,0.1,0.39,0.14,0.09
Tennessee,Fentress County,36.3805,-84.9324,0.85,0.14,0.71,0.123,0.122,0.157,0.162,0.437,0.245,0.599,Republican,0.97,0,0.0361,36520,0.17,0.44,0.12,0.04
Oklahoma,Greer County,34.9357,-99.5608,0.81,0.17,0.65,0.073,0.19,0.148,0.225,0.365,0.263,0.59,Republican,0.79,0.06,0.0285,41488,0.16,0.36,0.1,0.02
New Jersey,Warren County,40.8572,-74.9973,0.57,0.41,0.16,0.035,0.02,0.044,0.152,0.749,0.05500000000000001,0.901,Republican,0.88,0.04,0.0395,81307,0.09,0.31,0.22,0.11
North Carolina,New Hanover County,34.2328,-77.8847,0.48,0.5,-0.02,0.019,0.032,0.032,0.25,0.667,0.051000000000000004,0.917,Democrat,0.81,0.14,0.031,54891,0.07,0.21,0.27,0.14
Nevada,Washoe County,40.6657,-119.6643,0.46,0.51,-0.05,0.024,0.025,0.06,0.215,0.676,0.049,0.891,Democrat,0.78,0.02,0.0352,64791,0.11,0.24,0.19,0.12
Utah,Weber County,41.2698,-111.9134,0.59,0.37,0.23,0.066,0.089,0.072,0.287,0.486,0.155,0.7729999999999999,Republican,0.89,0.01,0.0248,67244,0.09,0.3,0.17,0.08
Tennessee,Weakley County,36.2983,-88.7178,0.76,0.22,0.54,0.093,0.135,0.228,0.251,0.292,0.228,0.5429999999999999,Republican,0.88,0.08,0.0304,39937,0.15,0.39,0.13,0.08
Texas,Deaf Smith County,34.966,-102.605,0.71,0.27,0.44,0.063,0.063,0.095,0.284,0.494,0.126,0.778,Republican,0.9,0.01,0.025,49701,0.26,0.37,0.09,0.03
Ohio,Williams County,41.5603,-84.5882,0.72,0.26,0.46,0.035,0.133,0.199,0.208,0.425,0.168,0.633,Republican,0.95,0.01,0.024,53183,0.09,0.42,0.09,0.06
Virginia,Richmond city,37.5295,-77.4756,0.15,0.83,-0.68,0.06,0.031,0.092,0.275,0.541,0.091,0.8160000000000001,Democrat,0.45,0.47,0.0429,47250,0.15,0.22,0.24,0.16
Washington,Pierce County,47.0241,-122.1046,0.43,0.54,-0.11,0.028,0.057,0.103,0.206,0.606,0.085,0.8119999999999999,Democrat,0.73,0.07,0.033,72113,0.08,0.27,0.18,0.09
Alabama,Limestone County,34.8101,-86.9814,0.7,0.28,0.43,0.102,0.034,0.133,0.336,0.395,0.136,0.7310000000000001,Republican,0.8,0.14,0.0355,59686,0.15,0.3,0.17,0.08
Nebraska,Jefferson County,40.1757,-97.1427,0.7,0.27,0.43,0.206,0.05,0.055,0.306,0.384,0.256,0.69,Republican,0.97,0.01,0.0101,44510,0.09,0.37,0.14,0.04
Nebraska,Cass County,40.9097,-96.1409,0.66,0.31,0.35,0.042,0.049,0.119,0.24,0.55,0.091,0.79,Republican,0.96,0,0.0217,71846,0.06,0.3,0.19,0.09
Kentucky,Lee County,37.5948,-83.7162,0.81,0.17,0.64,0.129,0.069,0.129,0.273,0.399,0.198,0.672,Republican,0.96,0.01,0.041,25275,0.32,0.36,0.04,0.04
Illinois,Randolph County,38.0521,-89.8252,0.74,0.24,0.5,0.008,0.032,0.117,0.391,0.452,0.04,0.843,Republican,0.87,0.1,0.0249,53816,0.16,0.37,0.08,0.05
South Dakota,Clay County,42.9147,-96.9756,0.43,0.54,-0.11,0.091,0.178,0.116,0.243,0.373,0.269,0.616,Democrat,0.89,0.02,0.0361,50724,0.05,0.21,0.25,0.25
North Dakota,Oliver County,47.1153,-101.3403,0.86,0.12,0.74,0.181,0.217,0.102,0.28,0.221,0.398,0.501,Republican,0.91,0,0.0144,78929,0.09,0.31,0.16,0.05
Nebraska,Sherman County,41.2206,-98.9762,0.78,0.2,0.58,0.093,0.099,0.11,0.307,0.39,0.192,0.6970000000000001,Republican,0.98,0,0.0198,50781,0.07,0.36,0.15,0.05
Georgia,Troup County,33.0335,-85.0284,0.6,0.39,0.22,0.175,0.031,0.119,0.178,0.497,0.206,0.675,Republican,0.58,0.36,0.0376,45649,0.17,0.35,0.12,0.07
West Virginia,Nicholas County,38.2917,-80.7994,0.78,0.21,0.57,0.06,0.088,0.166,0.143,0.542,0.148,0.685,Republican,0.97,0.01,0.0349,40086,0.13,0.48,0.09,0.07
Colorado,Las Animas County,37.3158,-104.0386,0.54,0.44,0.1,0.052,0.03,0.101,0.17,0.648,0.08199999999999999,0.8180000000000001,Republican,0.85,0.01,0.0425,41817,0.12,0.29,0.12,0.07
Arkansas,Mississippi County,35.7638,-90.0542,0.59,0.37,0.22,0.033,0.109,0.134,0.284,0.44,0.14200000000000002,0.724,Republican,0.6,0.34,0.0542,39962,0.19,0.39,0.09,0.05
South Carolina,Dorchester County,33.0793,-80.4067,0.54,0.44,0.1,0.071,0.071,0.123,0.16,0.576,0.142,0.736,Republican,0.67,0.25,0.0291,63080,0.1,0.27,0.19,0.1
Illinois,Wayne County,38.4296,-88.4256,0.84,0.14,0.7,0.086,0.142,0.128,0.3,0.345,0.22799999999999998,0.645,Republican,0.97,0.02,0.0168,50251,0.12,0.35,0.11,0.04
New York,Tioga County,42.1703,-76.3063,0.59,0.38,0.21,0.019,0.011,0.018,0.114,0.839,0.03,0.953,Republican,0.96,0.01,0.0372,62999,0.09,0.36,0.16,0.1
Kentucky,Fleming County,38.3701,-83.6967,0.78,0.21,0.57,0.068,0.069,0.075,0.287,0.502,0.137,0.7889999999999999,Republican,0.96,0.02,0.043,44612,0.2,0.4,0.07,0.05
Pennsylvania,Clinton County,41.2341,-77.6382,0.68,0.31,0.36,0.014,0.024,0.077,0.19,0.696,0.038,0.8859999999999999,Republican,0.96,0.02,0.0332,50923,0.11,0.46,0.12,0.07
Mississippi,Jefferson Davis County,31.5697,-89.823,0.41,0.58,-0.17,0.141,0.132,0.101,0.181,0.445,0.273,0.626,Democrat,0.38,0.61,0.0451,32116,0.18,0.37,0.07,0.08
Oregon,Columbia County,45.9438,-123.0883,0.53,0.43,0.1,0.048,0.015,0.158,0.174,0.604,0.063,0.778,Republican,0.93,0,0.0363,62257,0.09,0.34,0.12,0.06
Arkansas,Monroe County,34.6778,-91.2039,0.55,0.41,0.14,0.068,0.128,0.127,0.271,0.406,0.196,0.677,Republican,0.55,0.43,0.0422,38468,0.21,0.41,0.1,0.03
Wyoming,Sheridan County,44.79,-106.8793,0.72,0.25,0.47,0.17,0.251,0.099,0.203,0.278,0.42100000000000004,0.48100000000000004,Republican,0.95,0,0.0195,60807,0.05,0.26,0.17,0.14
Texas,Ector County,31.8692,-102.5429,0.73,0.25,0.48,0.085,0.047,0.076,0.204,0.588,0.132,0.7919999999999999,Republican,0.8,0.05,0.0414,62973,0.24,0.3,0.11,0.05
Missouri,Grundy County,40.1139,-93.5653,0.81,0.18,0.63,0.195,0.193,0.129,0.247,0.236,0.388,0.483,Republican,0.96,0,0.0189,45594,0.14,0.39,0.11,0.06
Kansas,Ellis County,38.9147,-99.3173,0.71,0.27,0.44,0.154,0.154,0.224,0.148,0.32,0.308,0.46799999999999997,Republican,0.93,0.01,0.0204,52883,0.07,0.27,0.23,0.13
Alabama,Greene County,32.8531,-87.9522,0.18,0.81,-0.63,0.03,0.053,0.127,0.167,0.623,0.08299999999999999,0.79,Democrat,0.17,0.8,0.0475,24145,0.21,0.39,0.06,0.04
West Virginia,Hampshire County,39.3171,-78.6141,0.8,0.19,0.6,0.021,0.035,0.088,0.236,0.619,0.05600000000000001,0.855,Republican,0.97,0.01,0.0266,47857,0.16,0.46,0.07,0.05
